sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid10	sid191	106	0.7264	-2.68366e+02	5	4.161	0	0.00000	0.05560
sid10	sid192	88	0.6705	-2.57269e+02	5	4.175	4	0.12791	0.23006
sid10	sid193	110	0.8909	-2.49597e+02	5	0.540	0	0.00000	0.00022
sid10	sid194	101	0.7030	-2.71289e+02	5	3.925	1	0.02189	0.06982
sid10	sid195	93	0.5914	-2.58008e+02	5	3.031	5	0.33068	0.36429
sid10	sid196	93	0.7204	-2.57845e+02	5	2.455	0	0.08005	0.16576
sid10	sid197	93	0.7204	-2.57845e+02	5	2.455	0	0.08005	0.16576
sid10	sid198	106	0.7264	-2.68366e+02	5	4.161	0	0.00000	0.05560
sid10	sid199	91	0.7582	-2.50842e+02	5	3.036	0	0.00000	0.02341
sid10	sid200	78	0.4487	-2.13888e+02	5	2.254	5	0.65494	0.64159
sid10	sid201	103	0.7087	-2.75135e+02	5	3.878	1	0.02189	0.06896
sid10	sid202	100	0.7400	-2.52223e+02	5	1.693	0	0.00000	0.00060
sid10	sid203	105	0.7429	-2.65740e+02	5	2.218	0	0.00000	0.00128
sid10	sid204	104	0.7404	-2.63652e+02	5	0.592	0	0.00000	0.01368
sid10	sid205	88	0.7386	-2.39072e+02	5	0.422	0	0.08005	0.10765
sid10	sid206	96	0.7083	-2.58111e+02	5	1.047	1	0.17650	0.22193
sid10	sid207	94	0.5851	-2.60289e+02	5	3.124	5	0.33068	0.36634
sid10	sid208	94	0.5851	-2.60289e+02	5	3.124	5	0.33068	0.36634
sid10	sid209	86	0.8488	-2.26142e+02	5	2.813	0	0.00000	0.00966
sid10	sid210	95	0.9263	-2.32565e+02	5	1.102	0	0.00000	0.00150
sid10	sid211	126	0.9683	-2.59584e+02	5	0.002	0	0.00000	0.00000
sid10	sid212	88	0.8409	-2.31972e+02	5	3.216	0	0.00000	0.01443
sid10	sid213	87	0.8506	-2.28525e+02	5	2.776	0	0.00000	0.00938
sid10	sid214	88	0.8409	-2.31369e+02	5	3.212	0	0.00000	0.01414
sid10	sid215	88	0.8409	-2.31369e+02	5	3.212	0	0.00000	0.01414
sid10	sid216	124	0.9758	-2.57935e+02	5	0.002	0	0.00000	0.00000
sid10	sid217	92	0.6196	-2.54547e+02	5	3.294	5	0.18776	0.28726
sid10	sid218	128	0.9375	-2.72065e+02	5	0.002	0	0.00000	0.00000
